,Track Name,Artist Name,Album,Album Release Date,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time Signature,Artist Popularity,Track Popularity,Track URI,Artist URI
8430,BREAK MY SOUL,Beyoncé,BREAK MY SOUL,2022-06-21,"pop, r&b",0.687,0.887,1,-5.04,0,0.0826,0.0575,2.21e-06,0.27,0.853,114.941,278282,4,93,66,spotify:track:2KukL7UlQ8TdvpaA7bY3ZJ,spotify:artist:6vWDO969PvNqNYHIOW5v0m
8431,OUT OUT (feat. Charli XCX & Saweetie),Joel Corry,OUT OUT (feat. Charli XCX & Saweetie),2021-08-13,"dance pop, pop dance, uk dance",0.787,0.833,8,-4.403,1,0.0478,0.018,0.00747,0.0374,0.796,123.97,162604,4,72,76,spotify:track:6Dy1jexKYriXAVG6evyUTJ,spotify:artist:6DgP9otnZw5z6daOntINxp
8432,LET GO,Central Cee,LET GO,2022-12-15,"melodic drill, r&drill",0.735,0.449,2,-9.933,0,0.383,0.859,0.0,0.213,0.514,146.016,175890,4,80,76,spotify:track:3zkyus0njMCL6phZmNNEeN,spotify:artist:5H4yInM5zmHqpKIoMNAx4r
8433,Thank You (Not So Bad),Dimitri Vegas & Like Mike,Thank You (Not So Bad),2023-12-01,"belgian dance, belgian edm, big room, dutch house, edm, electro house, pop dance, progressive electro house",0.673,0.95,11,-5.149,1,0.0488,0.0229,0.0823,0.398,0.563,150.019,140000,4,74,87,spotify:track:09CnYHiZ5jGT1wr1TXJ9Zt,spotify:artist:73jBynjsVtofjRpdpRAJGk
8434,METAMORPHOSIS,INTERWORLD,METAMORPHOSIS,2021-11-25,phonk brasileiro,0.593,0.641,7,-12.727,0,0.0992,0.426,0.901,0.122,0.147,175.014,142839,4,69,83,spotify:track:2ksyzVfU0WJoBpu8otr4pz,spotify:artist:5hKGLu4Ik88FzWcTPhWNTN
8435,TO THE MOON,JNR CHOI,TO THE MOON,2021-11-06,gambian hip hop,0.745,0.65,2,-11.814,1,0.346,0.0451,0.00758,0.111,0.386,144.047,152137,4,51,68,spotify:track:5vUnjhBzRJJIAOJPde6zDx,spotify:artist:1Z25ZlGHqqlr3o1UGQOfNn
8436,AMERICAN HORROR SHOW,SNOW WIFE,AMERICAN HORROR SHOW,2023-06-23,,0.63,0.763,2,-4.89,1,0.0892,0.0393,0.0,0.7,0.295,162.152,149391,4,58,69,spotify:track:38RLObegC9ggpKPRVQDc1g,spotify:artist:7CV3dQkhJB2dEqb85ICD33
8437,Big Energy,Latto,777,2022-03-25,trap queen,0.937,0.793,11,-4.431,0,0.115,0.0453,0.0,0.341,0.794,106.022,172540,4,78,66,spotify:track:4pi1G1x8tl9VfdD9bL3maT,spotify:artist:3MdXrJWsbVzdn6fe5JYkSQ
8438,Belly Dancer,Imanbek,Belly Dancer,2022-02-18,"electro house, pop dance, slap house",0.845,0.797,1,-4.984,1,0.139,0.0582,5.57e-06,0.167,0.422,121.985,151475,4,71,81,spotify:track:7fZBQnc0zXwVybgCIrQQil,spotify:artist:5rGrDvrLOV2VV8SCFVGWlj
8439,Godzilla (feat. Juice WRLD),Eminem,Music To Be Murdered By,2020-01-17,"detroit hip hop, hip hop, rap",0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,210800,4,90,84,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR
8440,Little Girl Gone,CHINCHILLA,Little Girl Gone,2023-09-01,,0.712,0.683,1,-6.342,0,0.271,0.19,0.0,0.0819,0.534,159.998,188596,4,59,74,spotify:track:56rpEOCBATYItSa4yPksfe,spotify:artist:7iNrvS80wnHDGVxw3qNRiI
8441,El Merengue,Marshmello,El Merengue,2023-03-03,"brostep, edm, pop, progressive electro house",0.775,0.677,8,-4.703,0,0.0442,0.0313,0.00517,0.112,0.698,124.011,189357,4,84,79,spotify:track:51FvjPEGKq2zByeeEQ43V9,spotify:artist:64KEffDW9EtZ1y2vBYgq8T
8442,Murder In My Mind,Kordhell,Murder In My Mind,2022-01-21,drift phonk,0.712,0.972,10,-0.514,1,0.112,0.00547,7.06e-05,0.128,0.568,119.966,145000,4,73,81,spotify:track:6qyS9qBy0mEk3qYaH8mPss,spotify:artist:2W6WP4pHQTFlbr2z9S4n54
8443,Call It Love,Felix Jaehn,Call It Love,2022-09-16,"edm, german dance, pop dance, tropical house",0.616,0.841,5,-4.779,0,0.076,0.0559,0.00217,0.417,0.714,110.029,154561,4,74,80,spotify:track:5YdnOm5990Kfq1Jodws98B,spotify:artist:4bL2B6hmLlMWnUEZnorEtG
8444,SUPERMODEL,Måneskin,SUPERMODEL,2022-05-13,"indie rock italiano, italian pop",0.636,0.876,7,-3.413,1,0.0555,0.00164,0.0,0.117,0.799,120.983,148064,4,80,71,spotify:track:63WuQOXohQIxOxIFA2K7bR,spotify:artist:0lAWpj5szCSwM4rUMHYmrr
8445,Bad Memories (feat. Elley Duhé & FAST BOY),MEDUZA,Bad Memories (feat. Elley Duhé & FAST BOY),2022-07-22,"edm, pop dance, pop house, uk dance",0.607,0.767,5,-6.069,0,0.0474,0.118,0.0,0.122,0.662,123.998,148629,3,76,76,spotify:track:3rb0tMq42WfggucPm0HHkA,spotify:artist:0xRXCcSX89eobfrshSVdyu
8446,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52",2022-07-06,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino",0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,198938,4,85,84,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,spotify:artist:716NhGYqD1jl2wI1Qkgq36
8447,Ferrari,James Hype,Ferrari,2022-04-01,"deep groove house, house, pop dance, uk dance",0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,186662,4,71,81,spotify:track:4zN21mbAuaD0WqtmaTZZeP,spotify:artist:43BxCL6t4c73BQnIJtry5v
8448,Deep Down (feat. Never Dull),Alok,Deep Down (feat. Never Dull),2022-06-17,"electro house, pop nacional, slap house",0.687,0.818,0,-4.221,1,0.0778,0.0112,0.0,0.248,0.886,125.952,165753,4,81,80,spotify:track:7MIhUdNJtaOnDmC5nBC1fb,spotify:artist:0NGAZxHanS9e0iNHpR8f2W
8449,Where You Are,John Summit,Where You Are,2023-03-03,"edm, house, pop dance, uk dance",0.56,0.832,9,-6.432,0,0.0363,0.00953,0.00541,0.546,0.0818,126.0,236000,4,70,77,spotify:track:4qDpLaFGf5ampf2DXD2TMA,spotify:artist:7kNqXtgeIwFtelmRjWv205
8450,Doja,Central Cee,Doja,2022-07-21,"melodic drill, r&drill",0.911,0.573,6,-7.43,1,0.288,0.38,0.0,0.403,0.972,140.04,97393,4,80,81,spotify:track:3LtpKP5abr2qqjunvjlX5i,spotify:artist:5H4yInM5zmHqpKIoMNAx4r
8451,Overdrive (feat. Norma Jean Martine),Ofenbach,Overdrive (feat. Norma Jean Martine),2023-10-06,pop dance,0.611,0.757,6,-3.546,1,0.03,0.00257,0.0,0.058,0.279,126.963,155905,4,74,87,spotify:track:3bK1zVFBKIzYjmptmI4NsJ,spotify:artist:4AKwRarlmsUlLjIwt38NLw
8452,Not Fair,Niklas Dee,Not Fair,2023-06-02,"hypertechno, slap house",0.732,0.976,5,-5.305,1,0.045,0.0299,8.38e-05,0.25,0.523,144.985,163034,4,70,76,spotify:track:0JZ1ABjN8q7TNwMP39NjvU,spotify:artist:1ZPGzmbFTn8GRjqTqnLiFE
8453,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]",2020-06-24,"deep underground hip hop, kentucky hip hop, pop rap, rap",0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013,227478,4,83,70,spotify:track:2MbdDtCv5LUVjYy9RuGTgC,spotify:artist:2LIk90788K0zvyj2JJVwkJ
8454,Tell It To My Heart,MEDUZA,Tell It To My Heart,2021-10-29,"edm, pop dance, pop house, uk dance",0.539,0.715,11,-6.639,0,0.0595,0.0265,0.0,0.609,0.489,123.854,165524,4,76,68,spotify:track:46nvQpUDsxpS08UTFOeKTA,spotify:artist:0xRXCcSX89eobfrshSVdyu
8455,MONTAGEM - PR FUNK,S3BZS,MONTAGEM - PR FUNK,2023-05-01,phonk brasileiro,0.877,0.803,9,-3.195,1,0.0507,0.734,0.056,0.087,0.795,130.028,61673,4,69,83,spotify:track:6njJR3OIp3oA0Kc4aC9Tzf,spotify:artist:6zFMFB1JvNHkHvCSudF4id
8456,Prada,cassö,Prada,2023-08-11,hypertechno,0.638,0.717,8,-5.804,1,0.0375,0.001,1.79e-06,0.113,0.422,141.904,132359,4,73,90,spotify:track:59NraMJsLaMCVtwXTSia8i,spotify:artist:5wCmhq5J2hPwL2r0eKurxn
8457,LET'S GET FKD UP,Alok,LET'S GET FKD UP (feat. Tribbs),2023-11-17,"electro house, pop nacional, slap house",0.67,0.957,10,-5.43,1,0.0435,0.00258,0.211,0.185,0.431,159.985,121500,4,81,84,spotify:track:0iB5f04XdJ2tcfhoVkeLV8,spotify:artist:0NGAZxHanS9e0iNHpR8f2W
8458,Jimmy Cooks (feat. 21 Savage),Drake,"Honestly, Nevermind",2022-06-17,"canadian hip hop, canadian pop, hip hop, pop rap, rap",0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,218365,4,96,86,spotify:track:3F5CgOj3wFlRv51JsHbxhe,spotify:artist:3TVXtAsR1Inumwj472S9r4
8459,One in a Million,Bebe Rexha,One in a Million,2023-08-04,"dance pop, pop",0.454,0.931,11,-4.083,1,0.0321,0.238,0.000623,0.289,0.462,137.945,160530,4,80,75,spotify:track:3YfGTvsTAWGC2lgoDOikUz,spotify:artist:64M6ah0SkkRsnPGtGiRAbb
8460,Pepas,Farruko,Pepas,2021-06-24,"reggaeton, trap latino, urbano latino",0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,287120,4,82,80,spotify:track:5fwSHlTEWpluwOM0Sxnh5k,spotify:artist:329e4yvIujISKGKz1BZZbO
8461,Heaven Takes You Home (feat. Connie Constance),Swedish House Mafia,Paradise Again,2022-04-15,"edm, pop dance, progressive electro house",0.665,0.738,0,-5.931,0,0.0379,0.0124,0.00598,0.0923,0.0389,125.037,214071,4,75,78,spotify:track:3nEHrvNNtgLv9rneTAYVr4,spotify:artist:1h6Cn3P4NGzXbaXidqURXs
8462,Motley Crew,Post Malone,Motley Crew,2021-07-09,"dfw rap, melodic rap, pop, rap",0.797,0.631,3,-3.818,0,0.0786,0.0904,3.71e-06,0.0998,0.288,129.915,184213,4,88,73,spotify:track:40uMIn2zJLAQhNXghRjBed,spotify:artist:246dkjvS1zLTtiykXe5h60
8463,PLAYA DEL INGLÉS,Quevedo,PLAYA DEL INGLÉS,2022-12-15,"rap canario, trap latino, urbano latino",0.793,0.736,7,-3.254,0,0.0469,0.0822,0.0,0.109,0.656,112.993,237525,4,83,67,spotify:track:2t6IxTASaSFkZEt61tQ6W6,spotify:artist:52iwsT98xCoGgiGntTiR7K
8464,HOPE,NF,HOPE,2023-02-16,"hip hop, pop rap",0.546,0.787,0,-4.023,0,0.212,0.396,0.0,0.0619,0.497,100.559,264473,3,79,70,spotify:track:12cZWGf5ZgLcKubEW9mx5q,spotify:artist:6fOMl44jA4Sp5b9PpYCkzz
8465,WORTH NOTHING (feat. Oliver Tree) - Fast & Furious: Drift Tape/Phonk Vol 1,TWISTED,WORTH NOTHING (feat. Oliver Tree) [Fast & Furious: Drift Tape/Phonk Vol 1],2022-09-28,meme,0.604,0.601,2,-7.887,0,0.0628,0.15,0.000579,0.168,0.156,139.88,164629,4,58,74,spotify:track:3PjbA0O5olhampPMdaB0V1,spotify:artist:1rPf3UFQ9PzH7MafzfHTnG
8466,Rich Flex,Drake,Her Loss,2022-11-04,"canadian hip hop, canadian pop, hip hop, pop rap, rap",0.561,0.52,11,-9.342,0,0.244,0.0503,1.86e-06,0.355,0.424,153.15,239360,3,96,82,spotify:track:1bDbXMyjaUIooNwFE9wn0N,spotify:artist:3TVXtAsR1Inumwj472S9r4
8467,La Jumpa,Arcángel,La Jumpa,2022-11-30,"latin hip hop, reggaeton, trap latino, urbano latino",0.713,0.703,8,-5.769,1,0.194,0.298,0.0,0.321,0.576,123.06,255693,4,84,75,spotify:track:5MxFWjuqQIsbNWbMdMdbli,spotify:artist:4SsVbpTthjScTS7U2hmr1X
8468,LOKERA,Rauw Alejandro,LOKERA,2022-07-25,"puerto rican pop, reggaeton, trap latino, urbano latino",0.834,0.828,11,-2.657,0,0.0452,0.21,5.91e-06,0.103,0.58,102.019,195294,4,88,71,spotify:track:79HZAZNnOE97rb2hnI0XQr,spotify:artist:1mcTU81TzQhprhouKaTkpq
8469,REACT,Switch Disco,REACT,2023-01-13,,0.737,0.899,6,-3.189,0,0.0556,0.0329,0.0,0.186,0.358,125.992,201146,4,62,76,spotify:track:1UPHCP5YeVfele4DMbdGyi,spotify:artist:4dEayBlrVBjaQOktGkmWki
8470,Lionheart (Fearless),Joel Corry,Lionheart (Fearless),2022-10-21,"dance pop, pop dance, uk dance",0.628,0.967,8,-2.43,1,0.0538,0.0217,0.00157,0.336,0.349,125.982,186689,4,72,69,spotify:track:5vlzH0ps6WDyb158oFTAb3,spotify:artist:6DgP9otnZw5z6daOntINxp
8471,BELLAKEO,Peso Pluma,BELLAKEO,2023-12-07,"corridos tumbados, sad sierreno",0.72,0.88,9,-2.834,1,0.101,0.0562,0.06,0.153,0.463,180.011,197333,4,91,89,spotify:track:05WVKTdZhlIMX4qqMLuo0f,spotify:artist:12GqGscKJx3aE4t07u7eVZ
8472,Super Gremlin,Kodak Black,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies,2021-10-30,"florida drill, florida rap, melodic rap, miami hip hop, rap, trap, trap latino",0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,200548,4,80,71,spotify:track:4A8cWXxKfIL3lAyUDzXbCF,spotify:artist:46SHBwWsqBkxI7EeeBEQG7
8473,Nonstop,Drake,Scorpion,2018-06-29,"canadian hip hop, canadian pop, hip hop, pop rap, rap",0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,238614,4,96,78,spotify:track:0TlLq3lA83rQOYtrqBqSct,spotify:artist:3TVXtAsR1Inumwj472S9r4
8474,Push Up - Main Edit,Creeds,Push Up (Main Edit),2023-03-31,hypertechno,0.767,0.83,7,-8.78,1,0.206,0.209,0.836,0.0582,0.187,75.023,139300,4,67,83,spotify:track:3AjSfp5FDvwtMU9XBsbS8j,spotify:artist:2gW0M5fn2r7Lo4Hn1r8HZ5
8475,Freestyle,Lil Baby,Too Hard,2017-12-01,"atl hip hop, atl trap, rap, trap",0.877,0.517,2,-5.426,0,0.0706,0.217,0.0,0.143,0.255,119.996,162053,4,86,82,spotify:track:5BbdKBZO0TH0GhfxUfyhL9,spotify:artist:5f7VJjfbwm532GiveGC0ZK
8476,Lay Low,Tiësto,Lay Low,2023-01-06,"big room, brostep, dutch edm, edm, house, pop dance, progressive electro house, slap house, trance",0.534,0.855,1,-4.923,0,0.183,0.0607,0.000263,0.346,0.42,122.06,153443,4,85,78,spotify:track:0zKbDrEXKpnExhGQRe9dxt,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z
8477,Me Porto Bonito,Bad Bunny,Un Verano Sin Ti,2022-05-06,"reggaeton, trap latino, urbano latino",0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,178567,4,95,86,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,spotify:artist:4q3ewBCX7sLwd24euuV69X
8478,Kernkraft 400 (A Better Day),Topic,Kernkraft 400 (A Better Day),2022-06-17,"german dance, pop dance, pop edm, uk dance",0.623,0.727,11,-5.57,0,0.0562,0.184,2.02e-05,0.309,0.4,125.975,165800,4,73,73,spotify:track:3kcKlOkQQEPVwxwljbGJ5p,spotify:artist:0u6GtibW46tFX7koQ6uNJZ
8479,Spinnin,Connor Price,Spinnin,2022-10-21,singer-songwriter pop,0.765,0.572,11,-6.153,0,0.128,0.226,0.0,0.192,0.475,140.013,110938,4,75,65,spotify:track:5OzgCc3gQsqchX95k1C1Qa,spotify:artist:5zixe6AbgXPqt4c1uSl94L
8480,Just Wanna Rock,Lil Uzi Vert,Just Wanna Rock,2022-10-17,"hip hop, melodic rap, philly rap, rage rap, rap, trap",0.486,0.545,11,-7.924,1,0.0336,0.0652,0.00474,0.0642,0.0385,150.187,123891,4,84,77,spotify:track:4FyesJzVpA39hbYvcseO2d,spotify:artist:4O15NlyKLIASxsJ0PrXPfz
8481,Private Landing (feat. Justin Bieber & Future),Don Toliver,Love Sick,2023-02-24,"pop rap, rap, trap",0.843,0.669,1,-4.105,0,0.0639,0.0846,1.28e-05,0.105,0.435,136.979,238253,4,83,80,spotify:track:52NGJPcLUzQq5w7uv4e5gf,spotify:artist:4Gso3d4CscCijv0lmajZWs
8482,Cynical,twocolors,Cynical,2024-02-02,"edm, pop dance, pop edm",0.69,0.84,11,-6.947,1,0.0573,0.0268,3.06e-05,0.363,0.493,129.935,191365,4,65,76,spotify:track:6VritP6GDDRBFkijEkZWbm,spotify:artist:7ACEUD7UsmmXrnj4OLt8f9
8483,fukumean,Gunna,a Gift & a Curse,2023-06-16,"atl hip hop, melodic rap, rap, trap",0.847,0.622,1,-6.747,0,0.0903,0.119,0.0,0.285,0.22,130.001,125040,4,84,87,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ
8484,Another Love - Tiësto Remix,Tom Odell,Another Love (Tiësto Remix),2022-05-13,chill pop,0.79,0.764,4,-4.685,0,0.0737,0.0836,0.0871,0.132,0.473,123.046,185366,4,77,75,spotify:track:4Et6tUEO7biKxZEfJXpNj1,spotify:artist:2txHhyCwHjUEpJjWrEyqyX
8485,Boyz In Paris (with VINAI),Marnik,Boyz In Paris (with VINAI),2023-07-28,hypertechno,0.554,0.968,1,-4.178,1,0.0695,0.0326,4.2e-05,0.304,0.415,74.465,151590,4,67,81,spotify:track:17NHXI2CJp7KgdcwcDnRx4,spotify:artist:6S3KljEiIOWoLMUyZrkQUc
8486,BABY HELLO,Rauw Alejandro,BABY HELLO,2023-06-23,"puerto rican pop, reggaeton, trap latino, urbano latino",0.773,0.892,1,-3.732,0,0.0483,0.166,3.1e-06,0.429,0.842,130.007,222462,4,88,76,spotify:track:2SOvWt6igzXViIjIiWNWEP,spotify:artist:1mcTU81TzQhprhouKaTkpq
8487,Nail Tech,Jack Harlow,Nail Tech,2022-02-18,"deep underground hip hop, kentucky hip hop, pop rap, rap",0.677,0.557,1,-8.409,1,0.0694,0.00508,8.36e-06,0.0984,0.1,150.127,206385,4,83,64,spotify:track:62Yo3FDddWY8ydu6PW2wyz,spotify:artist:2LIk90788K0zvyj2JJVwkJ
8488,Run It (feat. Rick Ross & Rich Brian),DJ Snake,Shang-Chi and The Legend of The Ten Rings: The Album,2021-09-03,"edm, electronic trap, pop, pop dance",0.688,0.725,2,-7.806,1,0.044,0.0195,7.63e-06,0.0726,0.225,104.006,163373,4,78,63,spotify:track:5x4vgABKiGp4Vg7ZyFRxhn,spotify:artist:540vIaP2JwjQb9dm3aArA4
8489,Tití Me Preguntó,Bad Bunny,Un Verano Sin Ti,2022-05-06,"reggaeton, trap latino, urbano latino",0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,243717,4,95,83,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,spotify:artist:4q3ewBCX7sLwd24euuV69X
8490,Move Your Body,Öwnboss,Move Your Body,2021-10-29,brazilian edm,0.848,0.821,2,-5.408,0,0.0527,0.0169,0.000403,0.0962,0.249,125.051,157445,4,64,78,spotify:track:6GomT970rCOkKAyyrwJeZi,spotify:artist:37czgDRfGMvgRiUKHvnnhj
8491,Give It To Me - Full Vocal Mix,Matt Sassari,Give It To Me (Full Vocal Mix),2021-10-22,"french tech house, french techno, tech house",0.874,0.869,1,-5.996,0,0.0315,0.00116,0.00238,0.164,0.726,126.027,102861,4,67,84,spotify:track:5ZduaRci3iNUiDfJbBfAaf,spotify:artist:21dVknSLCsK37cWozWDZZS
8492,PUFFIN ON ZOOTIEZ,Future,I NEVER LIKED YOU,2022-04-29,"atl hip hop, hip hop, rap, southern hip hop, trap",0.883,0.657,8,-5.748,1,0.305,0.0603,0.0,0.128,0.284,124.992,172933,4,94,78,spotify:track:1qMMYpVatbRITKCfq1gasi,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i
8493,Dah Dah DahDah,Nardo Wick,Who is Nardo Wick?? (Deluxe),2022-07-22,"florida drill, florida rap, southern hip hop",0.66,0.373,11,-10.234,1,0.595,0.149,0.0,0.106,0.35,167.912,151776,4,67,71,spotify:track:2TSfStvlAMLw89u3tali79,spotify:artist:0Njy6yR9LykNKYg9yE23QN
8494,PUNTO 40,Rauw Alejandro,PUNTO 40,2022-09-22,"puerto rican pop, reggaeton, trap latino, urbano latino",0.873,0.826,0,-0.722,1,0.0876,0.00127,0.0361,0.311,0.201,106.972,190654,4,88,67,spotify:track:2TDyyEBasw10wu5Uh94bR1,spotify:artist:1mcTU81TzQhprhouKaTkpq
8495,Drugs From Amsterdam,Mau P,Drugs From Amsterdam,2022-09-16,tech house,0.683,0.932,8,-10.402,1,0.0513,0.0389,0.605,0.0615,0.553,125.002,235786,4,64,75,spotify:track:0w7JPlp7eEQI2EKW3ayXrv,spotify:artist:0w1sbtZVQoK6GzV4A4OkCv
8496,Down Under (feat. Colin Hay),Luude,Down Under (feat. Colin Hay),2021-11-19,aussietronica,0.308,0.861,11,-4.112,0,0.172,0.012,0.00103,0.277,0.0386,171.966,158774,4,65,67,spotify:track:7AVyve7cFYTd51ha5i9kE2,spotify:artist:20cmhoGvN0eyzhmsHJH1Mg
8497,Everybody (feat. Lil Uzi Vert),Nicki Minaj,Pink Friday 2,2023-12-08,"hip pop, pop, queens hip hop, rap",0.736,0.769,11,-5.546,0,0.258,0.027,0.0,0.23,0.388,137.947,180870,4,87,79,spotify:track:5ZJGv7aGdIr9IGpxzSG18T,spotify:artist:0hCNtLu0JehylgoiP8L4Gh
8498,La Llevo Al Cielo (Ft. Ñengo Flow),Chris Jedi,La Llevo Al Cielo (Ft. Ñengo Flow),2022-05-20,"reggaeton, trap latino, urbano latino",0.795,0.845,9,-3.809,0,0.135,0.105,1.14e-05,0.172,0.769,170.023,254920,4,72,75,spotify:track:6DoL1yYIwEW7VZMRaJhoJI,spotify:artist:0qTZZWLzuD59Un5r1speHm
8499,pushin P (feat. Young Thug),Gunna,DS4EVER,2022-01-13,"atl hip hop, melodic rap, rap, trap",0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,136267,1,84,72,spotify:track:3XOalgusokruzA5ZBA2Qcb,spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ
8500,Rhyme Dust,MK,Rhyme Dust,2023-02-24,"house, pop dance",0.925,0.561,3,-8.675,1,0.176,0.0659,0.0271,0.152,0.721,128.034,181365,4,69,73,spotify:track:59QDyqLww2pxyg9ijOPO7f,spotify:artist:1yqxFtPHKcGcv6SXZNdyT9
8501,Rainfall (Praise You),Tom Santa,Rainfall (Praise You),2022-02-18,stutter house,0.767,0.862,5,-5.464,0,0.0606,0.14,0.0092,0.252,0.509,128.039,166570,4,59,76,spotify:track:1M8t1j3Kv2qp97bdq5q4Vl,spotify:artist:1dTEPvUhxpFzL7UMKHWFfZ
8502,In Ha Mood,Ice Spice,In Ha Mood,2023-01-06,bronx drill,0.768,0.74,0,-6.595,1,0.336,0.696,6.81e-06,0.23,0.532,141.059,129362,4,75,72,spotify:track:0yUaLqhsVsguBpoOPL4cO7,spotify:artist:3LZZPxNDGDFVSIPqf4JuEf
8503,Vois sur ton chemin - Techno Mix,BENNETT,Vois sur ton chemin (Techno Mix),2023-08-04,hypertechno,0.634,0.824,2,-3.394,0,0.047,0.0908,0.0711,0.119,0.371,137.959,178156,4,72,87,spotify:track:31nfdEooLEq7dn3UMcIeB5,spotify:artist:1r43wW70tnGUauQYvY5w48
8504,Runnin,21 Savage,SAVAGE MODE II,2020-10-02,"atl hip hop, hip hop, rap",0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,195906,4,91,83,spotify:track:5SWnsxjhdcEDc7LJjq9UHk,spotify:artist:1URnnhqYAYcrqrcwql10ft
8505,Miracle Maker,Dom Dolla,Miracle Maker,2022-07-14,"australian house, deep groove house, house",0.609,0.94,10,-6.097,1,0.0617,0.00124,0.269,0.15,0.238,128.001,188592,4,70,67,spotify:track:6txvQu0zUbiqG24A8XMLnK,spotify:artist:205i7E8fNVfojowcQSfK9m
8506,leavemealone,Fred again..,leavemealone,2023-12-08,"edm, house, stutter house",0.682,0.882,0,-4.5,1,0.0543,0.00521,0.0194,0.571,0.103,174.052,222784,4,79,79,spotify:track:1MVqeIAwhD4T44AKVkIfic,spotify:artist:4oLeXFyACqeem2VImYeBFe
8507,Tell Me Why - MEDUZA Remix,Supermode,Tell Me Why (MEDUZA Remix),2022-09-02,hypertechno,0.561,0.928,6,-5.812,0,0.0371,0.087,0.894,0.332,0.182,125.988,171429,4,64,77,spotify:track:7jrMFjEq0t09f7m3HnnWXl,spotify:artist:7urnl0uH1w3NCoErxw7AUK
8508,The Age Of Love (Charlotte de Witte & Enrico Sangiuliano Remix),Age Of Love,The Age Of Love (Charlotte de Witte & Enrico Sangiuliano Remix) [Charlotte de Witte & Enrico Sangiuliano Remix - Edit],2021-08-01,bubble trance,0.748,0.908,5,-8.319,0,0.0504,0.0588,0.894,0.0943,0.0576,130.004,489480,4,52,68,spotify:track:6R84ZlQF7gGkPB6o3GLZXB,spotify:artist:03tes5RhEvH2dX2eDeGnRn
8509,Princess Diana (with Nicki Minaj),Ice Spice,Princess Diana (with Nicki Minaj),2023-04-14,bronx drill,0.898,0.676,9,-5.196,1,0.187,0.14,0.0,0.101,0.742,147.991,172125,4,75,76,spotify:track:0ZxhtATQ0a6EvQNZ0z6NKV,spotify:artist:3LZZPxNDGDFVSIPqf4JuEf
8510,Dua Lipa,Jack Harlow,Come Home The Kids Miss You,2022-05-06,"deep underground hip hop, kentucky hip hop, pop rap, rap",0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,135053,4,83,68,spotify:track:0LnS7aOdOdI1dNKZqdOLz4,spotify:artist:2LIk90788K0zvyj2JJVwkJ
8511,Element,Pop Smoke,Meet The Woo 2,2020-02-07,"brooklyn drill, rap",0.772,0.878,2,-4.22,1,0.324,0.0301,2.18e-06,0.251,0.305,61.311,135747,5,80,76,spotify:track:57BGVV6wcyhbn3hsjlqEZB,spotify:artist:0eDvMgVFoNV3TpwtrVCoTj
8512,family ties (with Kendrick Lamar),Baby Keem,family ties (with Kendrick Lamar),2021-08-27,"hip hop, rap",0.711,0.611,1,-5.453,1,0.329,0.00575,0.0,0.231,0.144,134.14,252070,4,78,71,spotify:track:7Bpx2vsWfQFBACRz4h3IqH,spotify:artist:5SXuuuRpukkTvsLuUknva1
